Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions,Age group
17.0,Spotify,4.0,Yes,Yes,Yes,Country,Yes,Yes,110.0,Sometimes,Very frequently,Never,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Sometimes,Never,2.0,0.0,0.0,2.0,0,I understand.,Teenager
16.0,Spotify,9.0,Yes,No,No,Metal,No,Yes,130.0,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,10.0,10.0,10.0,8.0,0,I understand.,Teenager
20.0,YouTube Music,1.0,Yes,No,No,Pop,No,Yes,,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,8.0,9.0,6.0,5.0,3,I understand.,Adult
30.0,YouTube Music,1.0,Yes,Yes,No,Rock,Yes,Yes,115.0,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,9.0,7.0,8.0,4.0,0,I understand.,Adult
37.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,186.0,Sometimes,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,6.0,4.0,5.0,0.0,0,I understand.,Adult
44.0,YouTube Music,1.5,No,No,No,Folk,No,No,99.0,Rarely,Very frequently,Never,Very frequently,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,8.0,5.0,9.0,4.0,0,I understand.,Adult
21.0,Spotify,2.0,Yes,Yes,No,Metal,Yes,Yes,150.0,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Rarely,3.0,7.0,0.0,0.0,0,I understand.,Adult
19.0,Spotify,4.0,Yes,Yes,No,Pop,Yes,No,149.0,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,9.0,1.0,0.0,9.0,0,I understand.,Teenager
23.0,Spotify,1.0,Yes,Yes,No,Rock,Yes,Yes,,Rarely,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,8.0,6.0,1.0,4.0,0,I understand.,Adult
26.0,Spotify,1.0,No,No,No,Country,Yes,No,120.0,Sometimes,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,4.0,1.0,1.0,6.0,0,I understand.,Adult
18.0,Spotify,3.0,Yes,No,No,Video game music,Yes,Yes,140.0,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Very frequently,6.0,5.0,3.0,1.0,1,I understand.,Teenager
35.0,Spotify,4.0,Yes,Yes,Yes,Hip hop,Yes,No,90.0,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,7.0,8.0,6.0,5.0,0,I understand.,Adult
16.0,Spotify,8.0,Yes,Yes,Yes,Rock,Yes,No,120.0,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,8.0,9.0,5.0,10.0,0,I understand.,Teenager
19.0,Spotify,5.0,Yes,No,No,Metal,Yes,Yes,210.0,Never,Never,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,8.0,6.0,7.0,0.0,0,I understand.,Teenager
23.0,I do not use a streaming service.,3.0,Yes,No,No,Rock,No,No,,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,10.0,5.0,2.0,0.0,0,I understand.,Adult
17.0,YouTube Music,8.0,Yes,No,No,Pop,Yes,Yes,95.0,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Rarely,Rarely,Very frequently,5.0,2.0,4.0,7.0,1,I understand.,Teenager
29.0,Apple Music,1.0,No,No,No,Country,Yes,No,163.0,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,9.0,3.0,2.0,0.0,1,I understand.,Adult
21.0,Spotify,4.0,Yes,Yes,Yes,Pop,No,No,97.0,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,4.0,6.0,3.0,4.0,0,I understand.,Adult
17.0,Spotify,1.0,No,No,No,Metal,Yes,Yes,137.0,Sometimes,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,9.0,8.0,4.0,0.0,0,I understand.,Teenager
23.0,Spotify,2.0,No,No,No,Rock,Yes,Yes,,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Never,5.0,7.0,10.0,2.0,1,I understand.,Adult
17.0,Spotify,1.0,Yes,Yes,No,Metal,Yes,Yes,70.0,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,8.0,3.0,9.0,2.0,1,I understand.,Teenager
22.0,Spotify,3.0,Yes,No,No,Video game music,Yes,Yes,150.0,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Very frequently,10.0,10.0,6.0,8.0,0,I understand.,Adult
17.0,Spotify,5.0,Yes,No,No,Hip hop,Yes,No,168.0,Rarely,Sometimes,Very frequently,Never,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,7.0,7.0,5.0,5.0,0,I understand.,Teenager
19.0,Spotify,5.0,Yes,Yes,No,Pop,Yes,Yes,163.0,Very frequently,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,10.0,8.0,1.0,0.0,0,I understand.,Teenager
19.0,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,140.0,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,8.0,6.0,2.0,0.0,0,I understand.,Teenager
16.0,Spotify,6.0,Yes,No,No,Pop,Yes,Yes,105.0,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,10.0,7.0,6.0,10.0,0,I understand.,Teenager
19.0,Spotify,6.0,Yes,No,No,Pop,Yes,Yes,78.0,Rarely,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,6.0,6.0,8.0,0.0,0,I understand.,Teenager
13.0,Spotify,1.0,Yes,No,No,Video game music,Yes,No,128.0,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Never,Sometimes,Sometimes,Very frequently,10.0,10.0,8.0,4.0,3,I understand.,Teenager
18.0,Apple Music,18.0,Yes,No,No,EDM,Yes,No,90.0,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,9.0,8.0,5.0,10.0,0,I understand.,Teenager
26.0,YouTube Music,1.0,Yes,No,No,Metal,Yes,Yes,136.0,Sometimes,Rarely,Sometimes,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Never,Rarely,0.0,0.0,0.0,0.0,1,I understand.,Adult
14.0,Other streaming service,7.0,Yes,Yes,No,Country,Yes,No,108.0,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,7.0,3.0,1.0,2.0,0,I understand.,Teenager
21.0,I do not use a streaming service.,0.5,No,No,No,Pop,Yes,No,95.0,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,Very frequently,Sometimes,Sometimes,Very frequently,Never,6.0,2.0,2.0,0.0,0,I understand.,Adult
21.0,Spotify,2.0,Yes,No,No,R&B,Yes,Yes,147.0,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,7.0,6.0,4.0,6.0,0,I understand.,Adult
17.0,Spotify,2.0,Yes,Yes,No,Rock,Yes,Yes,120.0,Very frequently,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,7.0,6.0,0.0,9.0,0,I understand.,Teenager
18.0,Spotify,1.0,Yes,Yes,No,Pop,Yes,Yes,160.0,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Sometimes,Sometimes,3.0,2.0,2.0,5.0,0,I understand.,Teenager
19.0,Other streaming service,6.0,Yes,No,Yes,Rap,Yes,No,120.0,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,2.0,2.0,2.0,2.0,0,I understand.,Teenager
19.0,Spotify,5.0,Yes,Yes,No,Classical,No,No,170.0,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,2.0,3.0,2.0,1.0,0,I understand.,Teenager
29.0,YouTube Music,2.0,Yes,No,No,Hip hop,Yes,Yes,98.0,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,2.0,2.0,2.0,5.0,0,I understand.,Adult
